rxn_id	startingmat_1_smiles	startingmat_2_smiles	product_1_smiles
L130	Cc1nnc(Cl)c2cnn(-c3ccc(F)cc3F)c12	Cc1ccc(C(=O)NC2CC2)cc1N	Cc1ccc(C(=O)NC2CC2)cc1Nc1nnc(C)c2c1cnn2-c1ccc(F)cc1F
L131	Fc1ccc(-n2ncc3c(Cl)nncc32)c(F)c1	Nc1cc(C(=O)NC2CC2)ccc1F	O=C(NC1CC1)c1ccc(F)c(Nc2nncc3c2cnn3-c2ccc(F)cc2F)c1
L132	Clc1ccccc1-n1ncc2c(Cl)nncc21	Nc1cc(C(=O)NC2CC2)ccc1Cl	O=C(NC1CC1)c1ccc(Cl)c(Nc2nncc3c2cnn3-c2ccccc2Cl)c1
L133	Fc1cccc(-n2ncc3c(Cl)nncc32)c1	Nc1cc(C(=O)NC2CC2)ccc1Cl	O=C(NC1CC1)c1ccc(Cl)c(Nc2nncc3c2cnn3-c2cccc(F)c2)c1
L134	Fc1ccc(-n2ncc3c(Cl)nncc32)cc1	Nc1cc(C(=O)NC2CC2)ccc1Cl	O=C(NC1CC1)c1ccc(Cl)c(Nc2nncc3c2cnn3-c2ccc(F)cc2)c1
L135	Fc1ccc(-n2ncc3c(Cl)nncc32)c(F)c1	Nc1cc(C(=O)NC2CC2)ccc1Cl	O=C(NC1CC1)c1ccc(Cl)c(Nc2nncc3c2cnn3-c2ccc(F)cc2F)c1
L136	Fc1ccc(-n2ncc3c(Cl)nncc32)c(F)c1	Cc1ccc(C(N)=O)cc1N	Cc1ccc(C(N)=O)cc1Nc1nncc2c1cnn2-c1ccc(F)cc1F
L137	Fc1ccc(F)c(-n2ncc3c(Cl)nncc32)c1	Nc1cc(C(=O)NC2CC2)ccc1Cl	O=C(NC1CC1)c1ccc(Cl)c(Nc2nncc3c2cnn3-c2cc(F)ccc2F)c1
L138	Fc1cccc(F)c1-n1ncc2c(Cl)nncc21	Nc1cc(C(=O)NC2CC2)ccc1Cl	O=C(NC1CC1)c1ccc(Cl)c(Nc2nncc3c2cnn3-c2c(F)cccc2F)c1
L139	Cc1nnc(Cl)c2cnn(-c3ccc(F)cc3)c12	Nc1cc(C(=O)NC2CC2)ccc1Cl	Cc1nnc(Nc2cc(C(=O)NC3CC3)ccc2Cl)c2cnn(-c3ccc(F)cc3)c12
L140	Cc1nnc(Cl)c2cnn(-c3ccc(F)cc3F)c12	Cc1c(N)cc(C(=O)NC2CC2)cc1F	Cc1c(F)cc(C(=O)NC2CC2)cc1Nc1nnc(C)c2c1cnn2-c1ccc(F)cc1F
L141	Cc1nnc(Cl)c2cnn(-c3ccc(F)cc3F)c12	Nc1cc(C(=O)NC2CC2)ccc1Cl	Cc1nnc(Nc2cc(C(=O)NC3CC3)ccc2Cl)c2cnn(-c3ccc(F)cc3F)c12
L142	Cc1nnc(Cl)c2cnn(-c3c(F)cccc3F)c12	Nc1cc(C(=O)NC2CC2)ccc1Cl	Cc1nnc(Nc2cc(C(=O)NC3CC3)ccc2Cl)c2cnn(-c3c(F)cccc3F)c12
L145	Cc1ccc(C(=O)c2nc(Cl)nc3ccsc23)s1	NC(=O)c1cccnc1	Cc1ccc(C(=O)c2nc(NC(=O)c3cccnc3)nc3ccsc23)s1
L146	C[C@H](Nc1cncc(Cl)n1)c1ncc(F)cn1	Cc1cnc(N)s1	Cc1cnc(Nc2cncc(N[C@@H](C)c3ncc(F)cn3)n2)s1
L147	COc1cc(Cl)nc(N[C@@H](C)c2ncc(F)cn2)n1	Cc1cnc(N)s1	COc1cc(Nc2ncc(C)s2)nc(N[C@@H](C)c2ncc(F)cn2)n1
L148	C[C@H](Nc1nc(Cl)cc(N2CCOCC2)n1)c1ncc(F)cn1	Cc1cnc(N)s1	Cc1cnc(Nc2cc(N3CCOCC3)nc(N[C@@H](C)c3ncc(F)cn3)n2)s1
L149	C[C@H](Nc1nc(Cl)cc(N2CCN(C)CC2)n1)c1ccc(F)cn1	Cc1cnc(N)s1	Cc1cnc(Nc2cc(N3CCN(C)CC3)nc(N[C@@H](C)c3ccc(F)cn3)n2)s1
L150	C[C@H](Nc1nc(Cl)cc(N2CCOCC2)n1)c1ccc(F)cn1	Cc1cnc(N)s1	Cc1cnc(Nc2cc(N3CCOCC3)nc(N[C@@H](C)c3ccc(F)cn3)n2)s1
L151	C[C@H](Nc1nc(Cl)cc(N2CCOCC2)n1)c1ncc(F)cn1	N#Cc1cnc(N)s1	C[C@H](Nc1nc(Nc2ncc(C#N)s2)cc(N2CCOCC2)n1)c1ncc(F)cn1
L152	C[C@H](Nc1nc(Cl)cc(N2CCOCC2)n1)c1ccc(F)cn1	N#Cc1cnc(N)s1	C[C@H](Nc1nc(Nc2ncc(C#N)s2)cc(N2CCOCC2)n1)c1ccc(F)cn1
L153	Cc1cccc(C)c1Cl	CC(C)(C)OC(N)=O	Cc1cccc(C)c1NC(=O)OC(C)(C)C
L154	FC(F)(F)c1cccnc1-c1ccc2c(Cl)ccnc2n1	Nc1ncc(C(F)(F)F)c(Cl)n1	FC(F)(F)c1cnc(Nc2ccnc3nc(-c4ncccc4C(F)(F)F)ccc23)nc1Cl
L155	FC(F)(F)c1cccnc1-c1ccc2c(Cl)ccnc2n1	N#Cc1nc(N)ncc1C(F)(F)F	N#Cc1nc(Nc2ccnc3nc(-c4ncccc4C(F)(F)F)ccc23)ncc1C(F)(F)F
L156	FC(F)(F)c1cccnc1-c1ccc2c(Cl)ccnc2n1	NC(=O)c1nc(N)ncc1C(F)(F)F	NC(=O)c1nc(Nc2ccnc3nc(-c4ncccc4C(F)(F)F)ccc23)ncc1C(F)(F)F
L157	FC(F)(F)c1cccnc1-c1ccc2c(Cl)ccnc2n1	Nc1ncc(C(F)(F)F)c(C(=O)O)n1	O=C(O)c1nc(Nc2ccnc3nc(-c4ncccc4C(F)(F)F)ccc23)ncc1C(F)(F)F
L158	FC(F)(F)c1cccnc1-c1ccc2c(Cl)ccnc2n1	Nc1nc(C(F)(F)F)cs1	FC(F)(F)c1csc(Nc2ccnc3nc(-c4ncccc4C(F)(F)F)ccc23)n1
L159	FC(F)(F)c1cccnc1-c1ccc2c(Cl)ccnc2n1	Nc1ncc(C(F)(F)F)cn1	FC(F)(F)c1cnc(Nc2ccnc3nc(-c4ncccc4C(F)(F)F)ccc23)nc1
L160	FC(F)(F)c1cccnc1-c1ccc2c(Cl)ccnc2n1	Nc1cnc(C(F)(F)F)cn1	FC(F)(F)c1cnc(Nc2ccnc3nc(-c4ncccc4C(F)(F)F)ccc23)cn1
L161	FC(F)(F)c1cccnc1-[14c]1ccc2c(Cl)ccnc2n1	Nc1ccc(C(F)(F)F)cn1	FC(F)(F)c1ccc(Nc2ccnc3n[14c](-c4ncccc4C(F)(F)F)ccc23)nc1
L162	FC(F)(F)c1cccnc1-[14c]1ccc2c(Cl)ccnc2n1	Nc1ncc(C(F)(F)F)cn1	FC(F)(F)c1cnc(Nc2ccnc3n[14c](-c4ncccc4C(F)(F)F)ccc23)nc1
L163	FC(F)(F)c1scnc1-c1[14cH]cc2c(Cl)ccnc2n1	Nc1ccc(C(F)(F)F)cn1	FC(F)(F)c1ccc(Nc2ccnc3nc(-c4ncsc4C(F)(F)F)[14cH]cc23)nc1
L164	FC(F)(F)c1cnccc1-c1ccc2c(Cl)ccnc2n1	Nc1ccc(C(F)(F)F)cn1	FC(F)(F)c1ccc(Nc2ccnc3nc(-c4ccncc4C(F)(F)F)ccc23)nc1
L165	FC(F)(F)c1cncnc1-c1ccc2c(Cl)ccnc2n1	Nc1ccc(C(F)(F)F)cn1	FC(F)(F)c1ccc(Nc2ccnc3nc(-c4ncncc4C(F)(F)F)ccc23)nc1
L166	NC(=O)c1ccnc(-c2ccc3c(Cl)ccnc3n2)c1C(F)(F)F	Nc1ccc(C(F)(F)F)cn1	NC(=O)c1ccnc(-c2ccc3c(Nc4ccc(C(F)(F)F)cn4)ccnc3n2)c1C(F)(F)F
L167	O=C(O)c1ccnc(-c2ccc3c(Cl)ccnc3n2)c1C(F)(F)F	Nc1ccc(C(F)(F)F)cn1	O=C(O)c1ccnc(-c2ccc3c(Nc4ccc(C(F)(F)F)cn4)ccnc3n2)c1C(F)(F)F
L170	CC(C)(C)OC(=O)NC(Cc1ccc(Br)cc1)C(=O)OC(C)(C)C	C[Si](C)(C)CCOC(N)=O	CC(C)(C)OC(=O)NC(Cc1ccc(NC(=O)OCC[Si](C)(C)C)cc1)C(=O)OC(C)(C)C
L171	CC(C)(C)OC(=O)N1C[C@@H]2C[C@]2(c2ccc(Br)cc2)C1	CC(C)c1ccc(S(N)(=O)=O)cc1	CC(C)c1ccc(S(=O)(=O)Nc2ccc([C@]34CNC[C@H]3C4)cc2)cc1.Cl
L173	O=c1[nH]nc(-c2ccnc(Br)c2)n1-c1ccc2ccccc2c1	NC1CCOCC1	O=c1[nH]nc(-c2ccnc(NC3CCOCC3)c2)n1-c1ccc2ccccc2c1
L174	O=c1[nH]nc(-c2ccnc(Br)c2)n1-c1ccc2ccccc2c1	Nc1cccnc1	O=c1[nH]nc(-c2ccnc(Nc3cccnc3)c2)n1-c1ccc2ccccc2c1
L175	O=c1[nH]nc(-c2ccnc(Br)c2)n1-c1ccc2ccccc2c1	Nc1nccs1	O=c1[nH]nc(-c2ccnc(Nc3nccs3)c2)n1-c1ccc2ccccc2c1
L176	O=c1[nH]nc(-c2ccnc(Br)c2)n1-c1ccc2ccccc2c1	Nc1ccccn1	O=c1[nH]nc(-c2ccnc(Nc3ccccn3)c2)n1-c1ccc2ccccc2c1
L177	O=c1[nH]nc(-c2ccnc(Br)c2)n1-c1ccc2ccccc2c1	CC(N)=O	CC(=O)Nc1cc(-c2n[nH]c(=O)n2-c2ccc3ccccc3c2)ccn1
L178	O=c1[nH]nc(-c2ccnc(Br)c2)n1-c1ccc2ccccc2c1	NC1CCCOC1	O=c1[nH]nc(-c2ccnc(NC3CCCOC3)c2)n1-c1ccc2ccccc2c1
L179	O=c1[nH]nc(-c2ccnc(Br)c2)n1-c1ccc2ccccc2c1	NC(=O)C1CC1	O=C(Nc1cc(-c2n[nH]c(=O)n2-c2ccc3ccccc3c2)ccn1)C1CC1
L180	O=c1[nH]nc(-c2ccnc(Br)c2)n1-c1ccc2ccccc2c1	NC1CCC1	O=c1[nH]nc(-c2ccnc(NC3CCC3)c2)n1-c1ccc2ccccc2c1
L181	O=c1[nH]nc(-c2ccnc(Br)c2)n1-c1ccc2ccccc2c1	C[C@H](N)c1ccccc1	C[C@H](Nc1cc(-c2n[nH]c(=O)n2-c2ccc3ccccc3c2)ccn1)c1ccccc1
L182	O=c1[nH]nc(-c2ccnc(Br)c2)n1-c1ccc2ccccc2c1	NC(=O)c1ccccc1	O=C(Nc1cc(-c2n[nH]c(=O)n2-c2ccc3ccccc3c2)ccn1)c1ccccc1
L183	O=c1[nH]nc(-c2ccnc(Br)c2)n1-c1ccc2ccccc2c1	NC1CCCCC1	O=c1[nH]nc(-c2ccnc(NC3CCCCC3)c2)n1-c1ccc2ccccc2c1
L184	O=c1[nH]nc(-c2ccnc(Br)c2)n1-c1ccc2ccccc2c1	Nc1ccccc1	O=c1[nH]nc(-c2ccnc(Nc3ccccc3)c2)n1-c1ccc2ccccc2c1
L185	O=c1[nH]nc(-c2ccnc(Br)c2)n1-c1ccc2ccccc2c1	NC1CCCC1	O=c1[nH]nc(-c2ccnc(NC3CCCC3)c2)n1-c1ccc2ccccc2c1
L186	O=c1[nH]nc(-c2ccnc(Br)c2)n1-c1ccc2ccccc2c1	NC1CC1	O=c1[nH]nc(-c2ccnc(NC3CC3)c2)n1-c1ccc2ccccc2c1
L194	COc1ccc(S(=O)(=O)N(Cc2csc(Br)n2)C2CCCC2)cc1	CC(C)C(N)=O	COc1ccc(S(=O)(=O)N(Cc2csc(NC(=O)C(C)C)n2)C2CCCC2)cc1
L195	COc1ccc(S(=O)(=O)N(Cc2csc(Br)n2)C2CCCC2)cc1	COc1ccc(C(N)=O)cc1	COc1ccc(C(=O)Nc2nc(CN(C3CCCC3)S(=O)(=O)c3ccc(OC)cc3)cs2)cc1
L196	COc1ccc(S(=O)(=O)N(Cc2csc(Br)n2)C2CCCC2)cc1	NC(=O)c1ccncc1	COc1ccc(S(=O)(=O)N(Cc2csc(NC(=O)c3ccncc3)n2)C2CCCC2)cc1
L197	COc1ccc(S(=O)(=O)N(Cc2csc(Br)n2)C2CCCC2)cc1	NC(=O)c1cccnc1	COc1ccc(S(=O)(=O)N(Cc2csc(NC(=O)c3cccnc3)n2)C2CCCC2)cc1
L198	CN(c1nc(Cl)nc2c1ncn2C1CCCCO1)C1CCCN(C(=O)OC(C)(C)C)C1	CCC(=O)N(C)c1ccc(N)cc1	CCC(=O)N(C)c1ccc(Nc2nc(N(C)C3CCCN(C(=O)OC(C)(C)C)C3)c3ncn(C4CCCCO4)c3n2)cc1
L199	CC(C)(C)OC(=O)N1CCCC(Nc2nc(Cl)nc3c2ncn3C2CCCCO2)C1	CN1CCN(c2ccc(N)cc2)CC1	CN1CCN(c2ccc(Nc3nc(NC4CCCN(C(=O)OC(C)(C)C)C4)c4ncn(C5CCCCO5)c4n3)cc2)CC1
L202	CC(C)c1n[nH]cc1-c1ccnc(Cl)n1	Nc1ccccn1	CC(C)c1n[nH]cc1-c1ccnc(Nc2ccccn2)n1
L203	CC(C)c1n[nH]cc1-c1ccnc(Cl)n1	CC(C)(C)OC(=O)N1CCN(c2ccc(N)cc2)CC1	CC(C)c1n[nH]cc1-c1ccnc(Nc2ccc(N3CCN(C(=O)OC(C)(C)C)CC3)cc2)n1
L206	CCCc1nc(N)cc(Cl)n1	Nc1nc2ccccc2s1	CCCc1nc(N)cc(Nc2nc3ccccc3s2)n1
L207	Cc1cc(C)c(Br)c(C)c1	N[C@H](c1ccccc1)[C@H](N)c1ccccc1	Cc1cc(C)c(N[C@H](c2ccccc2)[C@H](N)c2ccccc2)c(C)c1
L208	O=C(CN1CCN(c2cccc(Cl)n2)CC1)N1CCCCC1	NCCc1ccc(Cl)cc1	O=C(CN1CCN(c2cccc(NCCc3ccc(Cl)cc3)n2)CC1)N1CCCCC1
L209	NCCc1ccc(Cl)cc1	CC(C)(C)OC(=O)N1CCN(c2ccnc(Cl)c2)CC1	CC(C)(C)OC(=O)N1CCN(c2ccnc(NCCc3ccc(Cl)cc3)c2)CC1
L210	Brc1ccsc1	COc1ccc(CN(Cc2ccc(OC)cc2)S(=O)(=O)c2ccc(N)cc2)cc1	COc1ccc(CN(Cc2ccc(OC)cc2)S(=O)(=O)c2ccc(Nc3ccsc3)cc2)cc1
L211	Brc1ccsc1	COc1ccc(CN(Cc2ccc(OC)cc2)S(=O)(=O)c2cccc(N)c2)cc1	COc1ccc(CN(Cc2ccc(OC)cc2)S(=O)(=O)c2cccc(Nc3ccsc3)c2)cc1
L212	Nc1ccc(Br)cn1	COc1ccc(CN(Cc2ccc(OC)cc2)S(=O)(=O)c2ccc(N)cc2)cc1	COc1ccc(CN(Cc2ccc(OC)cc2)S(=O)(=O)c2ccc(Nc3ccc(N)nc3)cc2)cc1
L213	Cc1nc2cc(Cl)ccc2s1	COc1ccc(CN(Cc2ccc(OC)cc2)S(=O)(=O)c2ccc(N)cc2)cc1	COc1ccc(CN(Cc2ccc(OC)cc2)S(=O)(=O)c2ccc(Nc3ccc4sc(C)nc4c3)cc2)cc1
L214	CC(=O)Nc1nc2ccc(-c3ccnc(Cl)c3)cc2s1	COc1ccc(S(N)(=O)=O)cc1	COc1ccc(S(=O)(=O)Nc2cc(-c3ccc4nc(NC(C)=O)sc4c3)ccn2)cc1
L215	Brc1cccc(Nc2cccc(Nc3ccc4cccnc4n3)n2)n1	Nc1ccc2cccnc2n1	c1cc(Nc2cccc(Nc3ccc4cccnc4n3)n2)nc(Nc2ccc3cccnc3n2)c1
L216	Clc1ccccn1	Nc1cccc(F)c1Cl	Fc1cccc(Nc2ccccn2)c1Cl
L217	COc1cc(-c2ccc(Cl)nn2)ccc1-n1cnc(C)c1	C[C@H](N)c1ccc(F)cc1	COc1cc(-c2ccc(N[C@@H](C)c3ccc(F)cc3)nn2)ccc1-n1cnc(C)c1
L218	COc1cc(-c2cc(C(C)C)c(Cl)nn2)ccc1-n1cnc(C)c1	C[C@H](N)c1ccc(F)cc1	COc1cc(-c2cc(C(C)C)c(N[C@@H](C)c3ccc(F)cc3)nn2)ccc1-n1cnc(C)c1
L219	CC[C@H](C)[C@H]1COC(c2ccccc2Br)=N1	CC(C)(C)[S@@](N)=O	CC[C@H](C)[C@H]1COC(c2ccccc2N[S@@](=O)C(C)(C)C)=N1
L220	Cc1cnc(Cl)nc1-c1ccc(F)c(Cl)c1	CN1CCC(N(C)c2ccc(N)cc2)CC1	Cc1cnc(Nc2ccc(N(C)C3CCN(C)CC3)cc2)nc1-c1ccc(F)c(Cl)c1
L221	CN(C)S(=O)(=O)c1ccccc1Nc1nc(Cl)ncc1Cl	CN1CCC(N(C)c2ccc(N)cc2)CC1	CN1CCC(N(C)c2ccc(Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)N(C)C)n3)cc2)CC1
L222	CN(C)C(=O)c1ccccc1Nc1nc(Cl)ncc1Cl	CN1CCN(Cc2ccc(N)cc2)CC1	CN1CCN(Cc2ccc(Nc3ncc(Cl)c(Nc4ccccc4C(=O)N(C)C)n3)cc2)CC1
L223	O=S(=O)(c1cc(Cl)ccc1Nc1nc(Cl)ncc1Cl)N1CCCC1	CN1CCN(Cc2ccc(N)cc2)CC1	CN1CCN(Cc2ccc(Nc3ncc(Cl)c(Nc4ccc(Cl)cc4S(=O)(=O)N4CCCC4)n3)cc2)CC1
L224	O=S(=O)(c1cc(O)ccc1Nc1nc(Cl)ncc1Cl)N1CCCC1	CN1CCN(Cc2ccc(N)cc2)CC1	CN1CCN(Cc2ccc(Nc3ncc(Cl)c(Nc4ccc(O)cc4S(=O)(=O)N4CCCC4)n3)cc2)CC1
L225	Nc1cncc(Cl)n1	Nc1ccc(Oc2ccc(C3CC3)cc2)cc1	Nc1cncc(Nc2ccc(Oc3ccc(C4CC4)cc3)cc2)n1
L226	Nc1cncc(Cl)n1	N#Cc1ccc(Oc2ccc(N)cc2)cc1	N#Cc1ccc(Oc2ccc(Nc3cncc(N)n3)cc2)cc1
L227	Nc1cncc(Cl)n1	Nc1ccc(Oc2ccc(C(F)(F)F)cc2)cc1	Nc1cncc(Nc2ccc(Oc3ccc(C(F)(F)F)cc3)cc2)n1
L228	Nc1cncc(Cl)n1	Nc1ccc(Oc2ccc(F)cc2)cc1	Nc1cncc(Nc2ccc(Oc3ccc(F)cc3)cc2)n1
L229	Nc1cncc(Cl)n1	Nc1ccc(Oc2ccc(OC(F)(F)F)cc2)cc1	Nc1cncc(Nc2ccc(Oc3ccc(OC(F)(F)F)cc3)cc2)n1
L230	FC(F)(F)CNc1nc(Cl)nc2ccoc12	C[Si](C)(C)CCOCn1ncc2ccc(N)cc21	FC(F)(F)CNc1nc(Nc2ccc3cn[nH]c3c2)nc2ccoc12
L231	CC(C)(C)Nc1ncc(-c2cnn(C3CCN(C(=O)OC(C)(C)C)CC3)c2)cc1-c1nc2cc(Cl)ccc2o1	CC(N)=O	CC(=O)Nc1ccc2oc(-c3cc(-c4cnn(C5CCN(C(=O)OC(C)(C)C)CC5)c4)cnc3NC(C)(C)C)nc2c1
L232	CC(C)(C)Nc1ncc(-c2cnn(C3CCN(C(=O)OC(C)(C)C)CC3)c2)cc1-c1nc2cc(Cl)ccc2o1	CN	CNc1ccc2oc(-c3cc(-c4cnn(C5CCN(C(=O)OC(C)(C)C)CC5)c4)cnc3NC(C)(C)C)nc2c1
L234	Brc1cccc2cccnc12	CC(C)c1ccccc1N	CC(C)c1ccccc1Nc1cccc2cccnc12
L235	CNc1cc(Cl)ncc1Cl	C[C@H](CN(C)C)Oc1nc(N)cnc1C#N	CNc1cc(Nc2cnc(C#N)c(O[C@H](C)CN(C)C)n2)ncc1Cl
L236	Fc1ccc(-c2ccc3cccc(Br)c3n2)cc1	CC(C)c1cccc(C(C)C)c1N	CC(C)c1cccc(C(C)C)c1Nc1cccc2ccc(-c3ccc(F)cc3)nc12
L237	Clc1ccc2ncccc2c1	NC1C2CC3CC(C2)CC1C3	c1cnc2ccc(NC3C4CC5CC(C4)CC3C5)cc2c1
L238	Clc1ccnc2ccccc12	NC(c1ccccc1)C12CC3CC(CC(C3)C1)C2	c1ccc(C(Nc2ccnc3ccccc23)C23CC4CC(CC(C4)C2)C3)cc1
L239	Clc1ccnc2ccccc12	CCC(N)C12CC3CC(CC(C3)C1)C2	CCC(Nc1ccnc2ccccc12)C12CC3CC(CC(C3)C1)C2
L240	Clc1ccc2ncccc2c1	NCC12CC3CC(CC(C3)C1)C2	c1cnc2ccc(NCC34CC5CC(CC(C5)C3)C4)cc2c1
L241	O=[N+]([O-])c1cccc2c(Cl)nccc12	Nc1ccc(Cl)c(C(F)(F)F)c1	O=[N+]([O-])c1cccc2c(Nc3ccc(Cl)c(C(F)(F)F)c3)nccc12
L242	O=[N+]([O-])c1cccc2c(Cl)ccnc12	Nc1cccc2c(Nc3ccc(Cl)c(C(F)(F)F)c3)nccc12	O=[N+]([O-])c1cccc2c(Nc3cccc4c(Nc5ccc(Cl)c(C(F)(F)F)c5)nccc34)ccnc12
L243	O=[N+]([O-])c1cccc2c(Cl)ccnc12	Nc1cccc2c(Nc3cc(C(F)(F)F)ccc3N3CCOCC3)nccc12	O=[N+]([O-])c1cccc2c(Nc3cccc4c(Nc5cc(C(F)(F)F)ccc5N5CCOCC5)nccc34)ccnc12
L244	Cc1cc(Nc2cc(Br)c(Cl)cn2)c(OC(C)C)cc1C1CCN(C)CC1	CC(C)S(=O)(=O)c1ccccc1N	Cc1cc(Nc2cc(Nc3ccccc3S(=O)(=O)C(C)C)c(Cl)cn2)c(OC(C)C)cc1C1CCN(C)CC1
L245	Brc1ccccn1	Nc1ccc(I)cc1	Ic1ccc(Nc2ccccn2)cc1
L246	Brc1nccs1	CC(C)N	CC(C)Nc1nccs1
L247	Cc1cc(-c2ccc(OC(F)(F)F)cc2)nc(Cl)n1	COC(=O)c1ccc(N)cc1	COC(=O)c1ccc(Nc2nc(C)cc(-c3ccc(OC(F)(F)F)cc3)n2)cc1
L248	CCc1cnc(Cl)nc1-c1ccc(OC(F)(F)F)cc1	COC(=O)c1ccc(N)cc1	CCc1cnc(Nc2ccc(C(=O)OC)cc2)nc1-c1ccc(OC(F)(F)F)cc1
L249	Cc1cnc(Cl)nc1-c1cccc(OC(F)(F)F)c1	COC(=O)c1ccc(N)cc1	COC(=O)c1ccc(Nc2ncc(C)c(-c3cccc(OC(F)(F)F)c3)n2)cc1
L250	Cc1cnc(Cl)nc1-c1ccccc1OC(F)(F)F	COC(=O)c1ccc(N)cc1	COC(=O)c1ccc(Nc2ncc(C)c(-c3ccccc3OC(F)(F)F)n2)cc1
L251	Cc1ccc(-c2nc(Cl)ncc2C)cc1	COC(=O)c1ccc(N)cc1	COC(=O)c1ccc(Nc2ncc(C)c(-c3ccc(C)cc3)n2)cc1
L253	Nc1ccc(-c2cnccn2)cc1Cl	Cn1cc(-c2cc3cnc(Br)cc3n2C(=O)OC(C)(C)C)cn1	Cn1cc(-c2cc3cnc(Nc4ccc(-c5cnccn5)cc4Cl)cc3n2C(=O)OC(C)(C)C)cn1
L254	Cn1cncc1-c1cc2cnc(Br)cc2n1C(=O)OC(C)(C)C	COc1ccccc1N	COc1ccccc1Nc1cc2c(cn1)cc(-c1cncn1C)n2C(=O)OC(C)(C)C
L255	CC(C)(C)OC(=O)n1cc(-c2cc3cnc(Br)cc3n2C(=O)OC(C)(C)C)cn1	Nc1ccc(Cn2cccn2)cc1	CC(C)(C)OC(=O)n1cc(-c2cc3cnc(Nc4ccc(Cn5cccn5)cc4)cc3n2C(=O)OC(C)(C)C)cn1
L256	Brc1cccnc1Br	Nc1ccccc1N	Nc1ccccc1Nc1ncccc1Br
L257	FC(F)(F)c1cnc(Cl)c(Cl)c1	Nc1ccccc1N	Nc1ccccc1Nc1ncc(C(F)(F)F)cc1Cl
L258	CNc1nc(Cl)ncc1C(F)(F)F	Cc1c(N)cnn1C1CCOCC1	CNc1nc(Nc2cnn(C3CCOCC3)c2C)ncc1C(F)(F)F
L259	Clc1ccc2ccccc2n1	Nc1ncccn1	c1cnc(Nc2ccc3ccccc3n2)nc1
L260	Cc1cc(C)c(Br)c(C)c1	NCc1ccccc1	Cc1cc(C)c(NCc2ccccc2)c(C)c1
L261	Brc1nccc2ccccc12	NCc1ccccc1	c1ccc(CNc2nccc3ccccc23)cc1
L262	Fc1cccnc1Cl	CN1CCN(CCNc2ccc3ncc(-c4cnc(N)nc4)n3n2)CC1	CN1CCN(CCNc2ccc3ncc(-c4cnc(Nc5ncccc5F)nc4)n3n2)CC1
L263	Clc1ccccn1	CN1CCC(Nc2ccc3ncc(-c4cc(F)c(N)c(F)c4)n3n2)CC1	CN1CCC(Nc2ccc3ncc(-c4cc(F)c(Nc5ccccn5)c(F)c4)n3n2)CC1
L264	FC(F)(F)c1ccc(Cl)nc1	CN1CCC(Nc2ccc3ncc(-c4ccc(N)cc4)n3n2)CC1	CN1CCC(Nc2ccc3ncc(-c4ccc(Nc5ccc(C(F)(F)F)cn5)cc4)n3n2)CC1
L265	FC(F)(F)c1cccc(Cl)n1	CN1CCC(Nc2ccc3ncc(-c4ccc(N)cc4)n3n2)CC1	CN1CCC(Nc2ccc3ncc(-c4ccc(Nc5cccc(C(F)(F)F)n5)cc4)n3n2)CC1
L266	Cc1ccccc1Br	CC(C)(C)N	Cc1ccccc1NC(C)(C)C
L267	COC(=O)c1ccc(Cl)nc1	Nc1cccc2ccccc12	COC(=O)c1ccc(Nc2cccc3ccccc23)nc1
L268	Brc1ccccc1Br	CCC[C@H](N)COC	CCC[C@@H](COC)Nc1ccccc1Br
L269	CC(C)(O)c1cc(Cl)nc(N2CCC(F)(F)C2)c1	N#Cc1ccnc(N)c1	CC(C)(O)c1cc(Nc2cc(C#N)ccn2)nc(N2CCC(F)(F)C2)c1
L270	COc1ccc(Cl)cc1	NCC(F)F	COc1ccc(NCC(F)F)cc1
L271	Cc1cc(Br)cc(C)n1	CC1(C)O[C@@H]2[C@@H](CO)C[C@@H](Nc3nc(N)ncc3-c3ccc4ccccc4n3)[C@@H]2O1	Cc1cc(Nc2ncc(-c3ccc4ccccc4n3)c(N[C@@H]3C[C@H](CO)[C@H]4OC(C)(C)O[C@H]43)n2)cc(C)n1
L272	CC1(C)O[C@@H]2[C@@H](CO)C[C@@H](Nc3cc(Cl)ncc3-c3nc4ccccc4s3)[C@@H]2O1	Nc1ccc(F)cc1	CC1(C)O[C@@H]2[C@@H](CO)C[C@@H](Nc3cc(Nc4ccc(F)cc4)ncc3-c3nc4ccccc4s3)[C@@H]2O1
L273	Clc1ccc2cccnc2n1	Cc1ccc(S(=O)(=O)Nc2cccc(N)n2)cc1	Cc1ccc(S(=O)(=O)Nc2cccc(Nc3ccc4cccnc4n3)n2)cc1
L274	N#Cc1ccnc(Cl)c1	Nc1nc(C2CC2)c(C2CCN(C3COC3)CC2)s1	N#Cc1ccnc(Nc2nc(C3CC3)c(C3CCN(C4COC4)CC3)s2)c1
L275	Fc1cnc(Cl)nc1-c1ccc(OC(F)(F)F)cc1	Nc1ccc(C(=O)O)nc1	O=C(O)c1ccc(Nc2ncc(F)c(-c3ccc(OC(F)(F)F)cc3)n2)cn1
L276	Nc1nnc(Cl)cc1C1CCCCC1	CCOCCN	CCOCCNc1cc(C2CCCCC2)c(N)nn1
